,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,uri,duration_ms
2740,0.462,0.599,-6.01,0.0332,0.241,0.0912,0.0447,120.024,spotify:track:5jayryfyt9ynQMNfwutSJy,242000
2741,0.7120000000000001,0.462,-10.004,0.0347,0.16,0.1669999999999999,0.125,138.002,spotify:track:3PjiCaI9U65ujWMxcreBa4,230924
2742,0.642,0.425,-12.931,0.0285,0.266,0.136,0.436,123.987,spotify:track:5GkHAC5PRNxx3LQek7Iefy,132139
2743,0.723,0.478,-11.457,0.0341,0.204,0.102,0.579,138.009,spotify:track:3ungeRtaXqvRVMryDQZEuS,222622
2744,0.489,0.384,-18.374,0.0457,0.551,0.0969,0.122,126.061,spotify:track:1xLN9a04xOAsBKwxqX8rQg,284444
2745,0.5539999999999999,0.495,-8.986,0.0283,0.0445,0.322,0.0711,119.961,spotify:track:0eXCs8s3sSt9yG22I4W6t4,156868
2746,0.481,0.356,-16.152,0.0335,0.103,0.0629,0.0822,164.144,spotify:track:4ohZFOjZlcuwNs9uWaBYgX,134634
2747,0.519,0.723,-7.603,0.0621,0.0265,0.113,0.144,119.933,spotify:track:0ZXARe5khrX3z6x3X91j1K,216016
2748,0.5920000000000001,0.6409999999999999,-12.112,0.0655,0.0019199999999999,0.165,0.0396,125.078,spotify:track:4HFtFj7EVj67ChIsf2DS9U,149800
2749,0.7070000000000001,0.317,-13.436,0.0354,0.46,0.0998,0.0943,120.014,spotify:track:0IaEcqXBFAsRZl7ba8t6y8,124000
2750,0.584,0.466,-11.140999999999998,0.0256,0.0803,0.1969999999999999,0.187,139.998,spotify:track:3DG61zUmoER6LCaseu4hoL,154292
2751,0.6759999999999999,0.377,-13.171,0.0368,0.287,0.0984,0.359,132.975,spotify:track:4tf8qQjhAkd1oGoCbozMwj,144415
2752,0.5770000000000001,0.407,-11.755,0.0382,0.0139999999999999,0.141,0.0791,139.99,spotify:track:0RtcgNg9vRABIQobPZdZF0,178286
2753,0.716,0.483,-14.754,0.0551,0.0961,0.1159999999999999,0.432,134.998,spotify:track:5CdgfU3oqYW9cPdo9IYmwC,270253
2754,0.633,0.186,-24.203000000000003,0.0311,0.4679999999999999,0.0979,0.136,125.059,spotify:track:2CjJiA2dSiSdYLq741uvTF,176640
2755,0.643,0.3,-16.046,0.0427,0.0932,0.123,0.0744,130.054,spotify:track:7IRHerwwu9kejYD669DuCr,225231
2756,0.321,0.954,-4.55,0.0446,0.0072299999999999,0.703,0.23,129.987,spotify:track:0OAeSasJcXPQlY9AwLqAC5,258462
2757,0.627,0.7070000000000001,-4.204,0.0262,0.0836,0.114,0.0944,129.972,spotify:track:71bQ43umSXle7yQXkJ7gaB,203106
2758,0.522,0.794,-8.972000000000001,0.0305,2.7600000000000003e-05,0.106,0.0601,121.967,spotify:track:3b9bRuGd6VJh9B1nKvLPDn,267260
2759,0.67,0.451,-10.505999999999998,0.04,0.0475,0.113,0.257,191.998,spotify:track:1aKV1jJVhWhm0tQz7DEfvY,295342
2760,0.421,0.893,-3.934,0.0457,0.000607,0.347,0.0388,129.94899999999998,spotify:track:3btk1ms9j9ySJeQkCDpgac,240194
2761,0.555,0.907,-4.561,0.138,0.00224,0.126,0.195,139.97299999999998,spotify:track:20DvqNY5leDIpMaG01X3Ky,228013
2762,0.6559999999999999,0.841,-5.8660000000000005,0.0306,0.0295,0.127,0.524,139.996,spotify:track:6uXCzkVOVynHZXSYF1pKt5,195429
2763,0.593,0.696,-8.76,0.0386,0.0008359999999999,0.125,0.166,139.94899999999998,spotify:track:2n43gqGt3QEgDXpJwRJ3CL,253714
2764,0.623,0.856,-4.448,0.0459,0.146,0.102,0.231,140.03799999999998,spotify:track:0NJ5S2XQQZIzDaLJyXirSC,250286
2765,0.487,0.823,-5.611000000000001,0.0523,0.0259,0.0745,0.145,140.153,spotify:track:0DDab57NfJvOWfdIZ9SyKv,226286
2766,0.529,0.863,-8.29,0.0379,6.21e-05,0.123,0.22,135.94799999999998,spotify:track:3Jet2NwfY4he5JsuQePwov,222353
2767,0.607,0.7,-8.797,0.0678,0.0249,0.1989999999999999,0.0794,135.015,spotify:track:6smClyBJalKlng89kMpoRV,208000
2768,0.579,0.5820000000000001,-10.747,0.0492,0.0139999999999999,0.196,0.2,135.039,spotify:track:2k9yDrI1kTzMzNmmvDRyqs,231111
2769,0.604,0.52,-10.853,0.0372,0.00175,0.103,0.0381,135.02700000000002,spotify:track:1Il5PmVevGuCCqqk0VRPgY,231111
2770,0.5379999999999999,0.825,-6.89,0.0899,0.00928,0.503,0.272,139.966,spotify:track:1j7CvoI7ptjriHD8Oex6VL,246857
2771,0.466,0.831,-7.487999999999999,0.231,0.0019399999999999,0.622,0.441,139.936,spotify:track:2dpFECMH8qS83G4g0nHHuu,130286
2772,0.437,0.7759999999999999,-9.528,0.0824,0.0585,0.122,0.318,139.939,spotify:track:1k6zOKdXlqG5f9UQmpnfSL,180000
2773,0.652,0.769,-7.01,0.0353,0.088,0.132,0.773,140.00799999999998,spotify:track:3oaNXkCo90GKAj22cBk5ZO,206571
2774,0.5539999999999999,0.557,-11.437,0.0298,0.0363,0.1,0.139,210.008,spotify:track:5r3aDA9h1QmgUWLzc7FvPA,190571
2775,0.513,0.7979999999999999,-6.44,0.0759,0.00375,0.18,0.0894,129.961,spotify:track:0rjIJtcskvZq2vu5NM9aSI,271385
2776,0.615,0.628,-9.494,0.079,0.00147,0.0701,0.379,130.102,spotify:track:6Q4kNVdWjWe0td1MnxLOke,160615
2777,0.5760000000000001,0.7,-6.486000000000001,0.0423,0.0014199999999999,0.0659,0.0673,124.973,spotify:track:2k3IBECmhdrH0M9GPJEHDm,200386
2778,0.5920000000000001,0.792,-6.236000000000001,0.0723,0.0342,0.243,0.208,124.032,spotify:track:4qc4eNvxL21EcHizVEOg49,187742
2779,0.616,0.615,-10.761,0.0496,0.00358,0.175,0.14,114.03,spotify:track:71jtfsQH5sZTBo8EjglE4L,162105
2780,0.357,0.5479999999999999,-9.035,0.0396,0.0106,0.107,0.204,199.928,spotify:track:6ST1ZeWDs7tlo3ZIge9Gix,156431
2781,0.605,0.63,-10.599,0.102,0.125,0.105,0.134,209.982,spotify:track:6tSZrnBH0wTN8C86NUuKel,201143
2782,0.613,0.569,-9.801,0.0457,0.0138,0.679,0.336,130.048,spotify:track:3WM58WOh2p1uW0IR2Paoa2,184038
2783,0.557,0.882,-6.297999999999999,0.0356,0.0246,0.129,0.2,112.021,spotify:track:2bdoPw1iuYJn2LzwiE8iy9,177857
2784,0.5670000000000001,0.841,-7.577999999999999,0.0492,0.000549,0.698,0.0954,139.946,spotify:track:7jUew7pOOFd06T19A2CHKR,198866
2785,0.52,0.4539999999999999,-10.786,0.0317,0.00542,0.118,0.0377,114.993,spotify:track:72NshnySsFi7t8UZoGqXrk,248348
2786,0.284,0.915,-9.275,0.476,0.0004469999999999,0.5589999999999999,0.125,175.018,spotify:track:2NV2hbHkeQOyQk4zyEPvWJ,201438
2787,0.585,0.73,-9.42,0.127,0.000665,0.352,0.24,114.998,spotify:track:066fYrjs34hvfwu0WmSEb5,208712
2788,0.607,0.79,-9.451,0.0444,0.00671,0.1119999999999999,0.0629,210.028,spotify:track:2tjktXYnwafkpcd8ul0qTx,224000
2789,0.635,0.727,-7.466,0.0317,0.00123,0.0758,0.377,130.02700000000002,spotify:track:6FEe9SqXHcp5YlWYdMuP4A,151423
2790,0.367,0.6629999999999999,-9.387,0.0553,0.0409,0.352,0.108,123.986,spotify:track:1aEgnDLNM9UT1HYY8D1aX6,191629
2791,0.465,0.539,-14.984000000000002,0.0492,0.00955,0.0695,0.0399,140.016,spotify:track:5EZrdUC5pl4nCAZs8CGz61,171438
2792,0.634,0.701,-8.635,0.0365,0.012,0.0933,0.0388,120.039,spotify:track:2e0NllT8BGRDy1eddPCvgp,198156
2793,0.55,0.769,-10.171,0.0693,0.374,0.0618,0.118,134.974,spotify:track:2za6BGrt4z2E07VXOtV3qY,234685
2794,0.534,0.7609999999999999,-11.414,0.0695,0.0044399999999999,0.0409999999999999,0.0702,128.075,spotify:track:3chnkEcG0Tw3GZYJvRAu8d,172524
2795,0.7190000000000001,0.667,-5.155,0.176,0.0409,0.11,0.327,122.069,spotify:track:3ygMNL0cNYgrDoQhrwbC7S,142681
2796,0.725,0.547,-7.162000000000001,0.0372,0.0445,0.204,0.276,136.02100000000002,spotify:track:3IB0MGTe6xTQn7HW8OLzag,213577
2797,0.249,0.907,-6.88,0.0578,0.163,0.109,0.0336,188.022,spotify:track:7aNhN8aGdtNuFWqWNzTk6u,290942
2798,0.5660000000000001,0.805,-5.4510000000000005,0.0437,0.0119,0.407,0.0862,149.965,spotify:track:47o2IdMM9YrciYQypIN892,188717
2799,0.4579999999999999,0.637,-8.392999999999999,0.0642,0.52,0.111,0.0356,179.957,spotify:track:6Ktn3pAJyKSlyh1UlpgUqY,233701
2800,0.311,0.8059999999999999,-6.43,0.0924,0.0242,0.083,0.104,139.92,spotify:track:2pQ9Fn6N9J5GcCzasRzycR,313027
2801,0.486,0.75,-8.147,0.065,0.0436,0.386,0.0372,130.155,spotify:track:5ucForQ6Lj4NtDOw1lVD5a,203089
2802,0.35,0.795,-8.767000000000001,0.0409,0.289,0.11,0.2289999999999999,130.0,spotify:track:0p4A9XBmq0Fg0VzC4FPfMn,206769
2803,0.42,0.772,-7.169,0.0523,0.263,0.363,0.0359,160.024,spotify:track:6c3JQCDJzlzFghK6RhScjW,177777
2804,0.54,0.703,-9.082,0.0559,0.148,0.0714,0.1,220.05,spotify:track:2c5AdX5xsxVQBlwCKnbFxH,211682
2805,0.376,0.7609999999999999,-9.321,0.0577,0.0339,0.381,0.0376,112.501,spotify:track:7Hyfsn5fatmfcbuD3npzT4,201639
2806,0.478,0.8540000000000001,-7.398,0.0844,0.0163,0.105,0.0575,135.04399999999998,spotify:track:10UocmClW8KVMvrd7fAP1M,184912
2807,0.5770000000000001,0.84,-6.956,0.0386,0.00951,0.191,0.125,143.989,spotify:track:3GfpW7D7XE1OUqiDK5cGBi,246680
2808,0.407,0.6559999999999999,-10.25,0.0469,0.00337,0.111,0.0704,143.936,spotify:track:5QCDTgNPukRMVDBm6hqAKf,148359
2809,0.42,0.884,-4.475,0.226,0.0417,0.2189999999999999,0.158,145.674,spotify:track:23Bf7ad1zer3oampzY6dqX,213699
2810,0.256,0.428,-12.011,0.0364,0.00542,0.0991,0.0594,216.234,spotify:track:0kVBYGIxVy9I7AhF6uIjke,177807
2811,0.409,0.561,-8.839,0.0409,0.0491,0.0798,0.135,114.942,spotify:track:3ZhgRmY7FU3NqrKHJZDHdG,203364
2812,0.511,0.527,-8.767000000000001,0.0457,0.000408,0.0907,0.1159999999999999,140.87,spotify:track:7mJPosYhFaMiVbTdBiCLU9,208542
2813,0.364,0.818,-8.287,0.06,0.000154,0.0996,0.105,144.069,spotify:track:0rg3FPTPmrfR44SNyLdx5I,176780
2814,0.369,0.545,-9.25,0.0342,0.00924,0.354,0.0398,135.30200000000002,spotify:track:3RLTstARhIpXiktQRA4t9B,149838
2815,0.578,0.74,-8.478,0.369,0.157,0.0824,0.318,144.93,spotify:track:3bnsFj3xpb3RpMDN9Zubwj,278073
2816,0.637,0.7020000000000001,-6.774,0.17,0.0136,0.0966,0.246,140.11700000000002,spotify:track:1e3OhBNt75YNDUfMWIgamJ,193750
2817,0.435,0.727,-8.439,0.168,0.013,0.176,0.346,140.00799999999998,spotify:track:63MWmj8qWTMdsTLXD5Ytiv,154295
2818,0.518,0.665,-11.711,0.0328,0.0274,0.0766,0.0474,115.016,spotify:track:12ndbAicPKijRCvZgua3E3,217104
2819,0.3989999999999999,0.8490000000000001,-3.543,0.311,0.0181,0.147,0.487,141.075,spotify:track:4kzEKpyDpjNiOMEEpesvuc,201422
2820,0.588,0.933,-4.265,0.037,0.00595,0.139,0.634,140.034,spotify:track:6g1tnI23EKkdTDPoQ231Fd,219429
2821,0.555,0.96,-4.631,0.0584,0.0993,0.0884,0.4379999999999999,174.028,spotify:track:0JD30xT58ZqfWjfWDZSSaz,271724
2822,0.223,0.946,-3.872,0.0441,0.000269,0.135,0.143,164.649,spotify:track:1fLvTbEUjCMVA16j1kFti3,306299
2823,0.687,0.835,-6.033,0.0387,0.486,0.106,0.347,132.02200000000002,spotify:track:7jq6y62gYzoGENz8wPQ1hn,174545
2824,0.593,0.8140000000000001,-7.644,0.0372,7.75e-05,0.0724,0.0685,118.023,spotify:track:1rxKS6B6MIEolAXCVDkHZT,262531
2825,0.6659999999999999,0.722,-7.875,0.0419,0.000602,0.5579999999999999,0.305,120.033,spotify:track:5vX0fLphLvGhbQDdTm1Rgn,222041
2826,0.5670000000000001,0.6890000000000001,-9.139,0.0518,0.182,0.23,0.408,140.054,spotify:track:44wDofrDyd8K2xn47OqW5r,274286
2827,0.547,0.642,-9.226,0.0323,0.0481,0.0686,0.0367,120.011,spotify:track:60w9keoABmlsXly49t2MNj,260000
2828,0.618,0.725,-6.546,0.0273,0.36,0.0995,0.161,120.011,spotify:track:3ozvH7Z899iNQBSRSDrDTJ,224026
2829,0.613,0.603,-9.158,0.0634,0.017,0.209,0.306,139.989,spotify:track:3iaoOxFNDnDRoDfBl7WiXK,198896
2830,0.634,0.653,-9.245,0.0289999999999999,0.00755,0.15,0.31,130.059,spotify:track:6fHxxEbVKkWhI3TVkFN7DN,273115
2831,0.591,0.7979999999999999,-7.848,0.109,0.0958,0.299,0.43,159.892,spotify:track:70cW0VxTLyaLO7Z1WaIOJZ,228000
2832,0.61,0.785,-7.249,0.0429,0.0878,0.1689999999999999,0.34,159.97799999999998,spotify:track:0VzAe8aNlFiEgfsfdLkvno,294000
2833,0.66,0.623,-8.807,0.0411,0.0028699999999999,0.638,0.278,120.031,spotify:track:67gT5M08NyRv6qUtzAyfBm,268000
2834,0.564,0.902,-5.358,0.061,0.00106,0.4429999999999999,0.424,160.018,spotify:track:3NA7qpiEqEDhoXwy0GM7OX,288000
2835,0.5589999999999999,0.894,-5.797000000000001,0.0705,0.000492,0.364,0.239,173.887,spotify:track:2cJ7i3uY8NIodDdux6xLBR,209655
2836,0.598,0.84,-7.292999999999999,0.0409999999999999,0.0846,0.3429999999999999,0.469,159.93,spotify:track:6460shMIgca3IUtIpkDTKB,267000
2837,0.6509999999999999,0.412,-11.885,0.0321,0.0163,0.198,0.0537,199.986,spotify:track:1iZX19OGI78fbvlJFJzlXE,225600
2838,0.512,0.765,-12.99,0.0415,0.618,0.0994,0.361,145.987,spotify:track:4upMSh6rBk9W57VnpqMSHM,289315
2839,0.528,0.847,-4.7410000000000005,0.0307,0.00674,0.12,0.389,143.997,spotify:track:2BvtPWuzS48GMKb3BVneUm,213333
2840,0.597,0.568,-8.158999999999999,0.0274,0.35,0.111,0.0555,131.995,spotify:track:6cuCoWKhdT6nhAXdzyrjrR,232727
2841,0.68,0.5429999999999999,-7.292000000000001,0.0304,0.143,0.123,0.377,150.0,spotify:track:2eLWb6A0q1xWTvH8O9HxWp,249600
2842,0.674,0.561,-13.47,0.0328,0.409,0.165,0.377,119.988,spotify:track:5N6hv0R65xgXHOwvLhmS6M,256000
2843,0.723,0.843,-8.195,0.231,0.182,0.103,0.268,127.983,spotify:track:0BQ2MLqypBczC8Wb6A0hPQ,322500
2844,0.6729999999999999,0.802,-6.09,0.0317,0.1119999999999999,0.0998,0.196,125.958,spotify:track:71MSWl7oP4bMCFVBl4efoN,182857
2845,0.643,0.467,-13.139,0.0385,0.183,0.412,0.4029999999999999,120.734,spotify:track:2L06SMhxgleQjbsnduDWF0,222535
2846,0.532,0.506,-11.047,0.0286,0.136,0.1,0.1969999999999999,148.004,spotify:track:1S07DKWSYcLY6cMVYhwVI8,233514
2847,0.534,0.494,-15.011,0.0603,0.0326,0.103,0.135,149.98,spotify:track:5RydAyOeHWofDHuP9BnfCw,204800
2848,0.4639999999999999,0.6859999999999999,-12.845,0.0298,0.0998,0.115,0.3339999999999999,139.971,spotify:track:3JvbmRQKnWjJ6D1B1xk2A6,260571
2849,0.6409999999999999,0.5479999999999999,-12.305,0.0363,0.0873,0.1119999999999999,0.242,142.003,spotify:track:5o3RSv1L5hHpa7SExu9vju,226479
2850,0.555,0.728,-11.049,0.0327,0.303,0.111,0.517,150.028,spotify:track:5CLfIGUQRwirfW5cvVcTUw,214400
2851,0.531,0.795,-6.799,0.0294,0.236,0.138,0.632,141.961,spotify:track:0yqkk1iQKf4KLvgLjFj7hA,216342
2852,0.5429999999999999,0.6890000000000001,-4.228,0.0339,0.00386,0.0623,0.179,149.97299999999998,spotify:track:00mEb94K55arYua8RM3Tkh,192000
2853,0.555,0.75,-5.907,0.0294,0.0782,0.107,0.178,142.026,spotify:track:2Tls9cmCliKSDavXsKhI5w,246761
2854,0.732,0.778,-7.746,0.0299,0.0194,0.11,0.163,142.014,spotify:track:0bdkYCR1Jy39umd0KLZmt3,204000
2855,0.759,0.684,-5.4110000000000005,0.346,0.15,0.0702,0.457,181.578,spotify:track:6flhNQsn6S5iseC7FtWpDj,88112
2856,0.573,0.7709999999999999,-8.376,0.0503,0.0123,0.142,0.0667,140.083,spotify:track:6jnRK97sqsft7TcmSY1e9U,219429
2857,0.364,0.8390000000000001,-5.34,0.0776,0.00285,0.119,0.113,158.56799999999998,spotify:track:4dhIWq0TsHj7V49FbUW6I2,174000
2858,0.462,0.522,-13.425,0.0819,0.013,0.138,0.0652,135.821,spotify:track:4roKGLoiz4YwEu0EoG9Yl3,218824
2859,0.437,0.62,-10.861,0.0496,0.0341,0.0869,0.0656,120.006,spotify:track:1aHhspDD13MxloCkI5xsrL,244000
2860,0.441,0.528,-9.156,0.0447,0.0639,0.0936,0.139,152.065,spotify:track:2zbhmtCYzCti4WEU6bcwyD,240000
2861,0.534,0.71,-6.902,0.0453,0.0213,0.0912,0.109,119.934,spotify:track:2GulEiY1uAKyqlWODkCZCg,258000
2862,0.601,0.498,-10.233,0.0643,0.0116,0.0607,0.483,123.898,spotify:track:2qPj7STBQNHeb1g2hoWy2c,270968
2863,0.4639999999999999,0.853,-6.184,0.185,0.00345,0.136,0.228,155.96200000000002,spotify:track:2HHn2AnAX0k6Hsa8kkP8tD,163077
2864,0.588,0.486,-9.279,0.0314,0.000128,0.0576,0.037,209.918,spotify:track:0wi2Pt4JuMymHYOxWgboft,168000
2865,0.624,0.618,-11.959,0.0763,0.00228,0.11,0.155,120.061,spotify:track:09NkZIW0sXaODu4YeDR72f,236000
2866,0.372,0.621,-10.437,0.0957,0.00128,0.094,0.159,135.266,spotify:track:4tPmQxPVYrWh3EEJMShiCM,246336
2867,0.528,0.578,-13.546,0.0591,0.00233,0.172,0.509,138.006,spotify:track:4YkfCQd3w3mAe14cQTdlQ2,191304
2868,0.581,0.5479999999999999,-11.988,0.0404,0.0008349999999999,0.0709,0.0386,115.983,spotify:track:7liZzv5zfitlZR4N3igV8P,231724
2869,0.564,0.816,-8.8,0.0529,0.0009,0.3289999999999999,0.308,149.94799999999998,spotify:track:1V5jw9IJCUi1C4byiac5qG,210052
2870,0.52,0.765,-8.7,0.0271,0.00195,0.145,0.103,139.98,spotify:track:1ZMhGzIuwIUcrLAsr5FfVx,229774
2871,0.519,0.836,-8.323,0.0466,0.000391,0.374,0.177,140.032,spotify:track:6VW99HZ5HHmipCA47Sprni,217732
2872,0.64,0.879,-8.72,0.061,0.00232,0.0771,0.208,124.995,spotify:track:4YTt3uc6TkxLr9mh1DA4jF,188657
2873,0.4639999999999999,0.8420000000000001,-11.24,0.0537,0.0006129999999999,0.0587,0.19,151.95,spotify:track:5A7qBLBvwycnknR0GTTYsH,211593
2874,0.882,0.525,-12.809,0.204,0.174,0.0591,0.237,130.01,spotify:track:0Bi3hwxqNfWbrNu5GHy3yU,387712
2875,0.8340000000000001,0.418,-11.232,0.236,0.289,0.153,0.51,130.034,spotify:track:3Nz8fn71XpfHfT7FkJeVAU,314327
2876,0.752,0.802,-11.137,0.0996,0.0139999999999999,0.0769,0.482,133.02700000000002,spotify:track:7m2TAPb821YrjKIYwAXBWY,299875
2877,0.507,0.742,-7.194,0.0872,0.289,0.0712,0.0397,110.203,spotify:track:04Pc4kI4hS4C8oIFHFyXHB,165818
2878,0.7070000000000001,0.42,-10.499,0.0424,0.0207,0.106,0.0397,130.076,spotify:track:2bbuZxFyhmRyNWW654udoS,216059
2879,0.366,0.601,-7.724,0.0429,0.0122,0.122,0.0381,120.031,spotify:track:1AU6XWoKia2VNwfUuXN1J7,230034
2880,0.191,0.537,-6.6370000000000005,0.0446,0.0346,0.118,0.0453,130.029,spotify:track:259hAuHoAhqzpDHAnYptHt,336000
2881,0.3829999999999999,0.759,-6.598,0.0536,0.0167,0.11,0.0552,125.027,spotify:track:54DlEaaW7guY92vCe1LYFa,313570
2882,0.539,0.541,-7.921,0.0594,0.00836,0.095,0.0999,219.93400000000003,spotify:track:1GrwSkL4LpB4tdJUX0vMCH,158370
2883,0.295,0.507,-9.944,0.0474,0.146,0.1009999999999999,0.0374,120.157,spotify:track:1s7FQO4DU76KL3SSkxKf9r,184016
2884,0.38,0.4679999999999999,-11.505999999999998,0.0409999999999999,0.151,0.0832,0.0494,219.942,spotify:track:4v5g1A7ps9TvnUSwySOJJt,213838
2885,0.262,0.511,-9.512,0.0385,0.525,0.0784,0.0882,120.21,spotify:track:7f9pdnrN2fgXyPoVYx6bBt,194010
2886,0.299,0.6759999999999999,-8.925,0.1639999999999999,0.866,0.18,0.0989,149.872,spotify:track:6HAAefGJ3unroWw5j78vGm,236800
2887,0.355,0.221,-19.374,0.0557,0.231,0.109,0.0398,91.98,spotify:track:0ADQz4qtHq8miqnmLIWbPp,58488
2888,0.6990000000000001,0.407,-12.935,0.0316,0.612,0.103,0.0486,220.036,spotify:track:0wrZhITAPgGgj4fj7ki13m,145136
2889,0.516,0.457,-7.862999999999999,0.0385,0.1009999999999999,0.111,0.0847,160.014,spotify:track:15n94hYsikOygNqeOGxjKM,132598
2890,0.223,0.0223,-20.306,0.0464,0.976,0.0967,0.059,138.784,spotify:track:7yiAdX8YhaZfsDznSK9G9P,67944
2891,0.682,0.196,-12.916,0.0474,0.584,0.103,0.0406,220.012,spotify:track:6pV9rx4OVXtwfaw2unkjlW,128784
2892,0.362,0.313,-11.333,0.034,0.285,0.0673,0.0582,219.96,spotify:track:4zIaOaun1wk5a1sb9M6OdG,191295
2893,0.5429999999999999,0.142,-15.095999999999998,0.0525,0.7020000000000001,0.0872,0.055,169.99200000000002,spotify:track:3jhNzmbWdlcd5NQMFaJbqe,175081
2894,0.623,0.501,-11.343,0.0639,0.126,0.186,0.192,160.05700000000002,spotify:track:4YCTNEG241zhoY64Z1Byum,124516
2895,0.253,0.568,-6.5,0.0452,0.557,0.1,0.0604,152.914,spotify:track:6XGtfaiOPZJfn0fvc9z8nz,216790
2896,0.723,0.273,-15.288,0.0321,0.0162,0.1119999999999999,0.151,180.018,spotify:track:1oQJOGZkPtC3E49qQiAMNY,110597
2897,0.519,0.472,-11.161,0.0465,0.0551,0.365,0.0713,119.848,spotify:track:3nh7UXxtfuFK6iGPBdWH9J,179069
2898,0.639,0.536,-8.772,0.034,0.843,0.061,0.1169999999999999,117.032,spotify:track:7ppVSPLb4jXZX30J2XE6uK,213360
2899,0.7340000000000001,0.4629999999999999,-9.502,0.0385,0.562,0.349,0.0793,118.004,spotify:track:1v7RVI9E56hMnFVMjT1BQV,203395
2900,0.546,0.583,-9.165,0.0345,0.0374,0.204,0.0559,127.019,spotify:track:3zPhgCB2vmKRpjS8mGIAGe,188996
2901,0.5539999999999999,0.1689999999999999,-10.602,0.0336,0.515,0.314,0.036,120.014,spotify:track:5GGb4zxgvUcDFSDMoFykB4,166034
2902,0.505,0.528,-6.487,0.0308,0.039,0.115,0.0382,120.096,spotify:track:73HpHTYpzt1yZ5L7GOm0n9,213260
2903,0.723,0.273,-15.288,0.0321,0.0162,0.1119999999999999,0.151,180.018,spotify:track:2lKoJaFZLJQPUprqcrZBAV,110597
2904,0.432,0.425,-11.451,0.0368,0.5920000000000001,0.12,0.0346,209.952,spotify:track:2HmMIVPJCadqlk9GS37foL,162321
2905,0.3429999999999999,0.667,-7.452000000000001,0.105,0.288,0.26,0.0964,189.156,spotify:track:0vppdvHanxJYhGQUay4yUg,195171
2906,0.496,0.5920000000000001,-8.134,0.417,0.0119,0.0503,0.102,195.611,spotify:track:53VfRR0XGi6cDgwFdxrmS9,139912
2907,0.5329999999999999,0.513,-6.593999999999999,0.0333,0.59,0.0855,0.0386,129.952,spotify:track:272dGNIQkS2QPdr6n9n1S4,155664
2908,0.67,0.534,-7.798999999999999,0.0794,0.0211,0.129,0.184,125.008,spotify:track:4bdSDAJVur2QjXnpyfYN9M,176666
2909,0.5,0.672,-9.204,0.0886,0.000303,0.315,0.26,140.253,spotify:track:0KEBCWgiv0GaEnvghOJk05,150875
2910,0.3389999999999999,0.616,-10.413,0.0412,0.00492,0.272,0.0955,133.985,spotify:track:0jurmsj9pRiPw7NP2Xyzlq,250774
2911,0.726,0.845,-4.705,0.381,0.142,0.144,0.484,119.894,spotify:track:0DPctHmp5RO6hnP6L84ism,144031
2912,0.455,0.7090000000000001,-4.587,0.0328,0.0293,0.2289999999999999,0.0571,210.18400000000003,spotify:track:3xOjumYrCMxVej9vjSoXgG,128048
2913,0.782,0.423,-7.487999999999999,0.136,0.281,0.111,0.347,125.065,spotify:track:1eJGEcTDUC1F4d6Xybeg1o,222755
2914,0.48,0.841,-6.025,0.0489,0.00351,0.2689999999999999,0.1689999999999999,129.942,spotify:track:2wLhcHCJHpPzDR8nvw1tRN,147731
2915,0.3379999999999999,0.826,-6.524,0.2,0.0259,0.099,0.209,150.053,spotify:track:7oYe0JFd0qS1RM9K7Z0J8Z,270996
2916,0.6459999999999999,0.7170000000000001,-7.338999999999999,0.0681,0.0215,0.0715,0.0489,140.05100000000002,spotify:track:5lsDEwom4c07NQ4JXztpGX,198857
2917,0.528,0.912,-7.028,0.037,3.84e-05,0.242,0.158,129.975,spotify:track:7M14W9QJ43hPh6gaVCcsbH,288192
2918,0.642,0.873,-4.27,0.0848,0.00435,0.605,0.416,121.988,spotify:track:4AnstjlAxgNRjym4uQQsju,251814
2919,0.57,0.933,-4.379,0.0694,0.257,0.142,0.165,138.018,spotify:track:3R0P6sKCqRrZtLu7QcmyUE,292201
2920,0.461,0.758,-5.97,0.0437,0.068,0.43,0.166,137.97899999999998,spotify:track:2ZT7sosuv27pbRrrh8OjHO,250462
2921,0.5329999999999999,0.7659999999999999,-3.004,0.0431,0.351,0.228,0.119,130.02,spotify:track:6jZcvy8ESZq6pcLLda1cAE,265861
2922,0.526,0.818,-7.992000000000001,0.0363,0.539,0.0961,0.149,130.001,spotify:track:3lflKembulxWFN5hepRumM,258486
2923,0.579,0.862,-8.571,0.106,0.0119,0.266,0.24,118.05,spotify:track:4BrOjd6eC8AgJB9uBSoqXg,227823
2924,0.487,0.89,-7.928999999999999,0.0415,0.000271,0.1119999999999999,0.0688,130.005,spotify:track:6gbDaWpH6W9sKhv2VM5LVE,295519
2925,0.411,0.79,-7.135,0.107,0.177,0.124,0.0554,130.026,spotify:track:7x6KPuWEh3Pck5OhY1Z4Y1,265875
2926,0.7929999999999999,0.419,-7.936,0.0638,0.0697,0.367,0.539,144.025,spotify:track:3PK6wr9Yap1Q4t1Ucds4B5,120013
2927,0.387,0.92,-3.966,0.357,0.0192,0.263,0.1669999999999999,179.981,spotify:track:5olIwlcomslnlP71MO2BCM,213347
2928,0.375,0.7140000000000001,-4.052,0.0326,0.0705,0.416,0.061,138.003,spotify:track:3y3983Ss6SAxZufx3oynNk,201346
