,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms
2433,0.677,0.435,-11.119000000000002,0,0.0653,0.239,0.0921,0.179,119.991,178000
2434,0.664,0.399,-12.741,0,0.0423,0.0134,0.111,0.122,119.948,180000
2435,0.46,0.345,-11.982,0,0.0334,0.939,0.368,0.0386,116.101,136599
2436,0.622,0.919,-5.012,1,0.0754,0.0401,0.151,0.159,125.018,203534
2437,0.313,0.6559999999999999,-8.714,1,0.0435,0.353,0.107,0.123,116.543,188731
2438,0.46,0.662,-8.975,1,0.0536,0.0058,0.192,0.0804,115.008,187848
2439,0.486,0.8540000000000001,-4.73,1,0.0552,0.064,0.7070000000000001,0.0526,124.967,184332
2440,0.601,0.647,-11.293,0,0.0281,0.609,0.118,0.628,141.996,177000
2441,0.645,0.695,-7.886,1,0.0329,0.0297,0.068,0.298,127.024,262740
2442,0.489,0.632,-8.594,0,0.0372,0.15,0.08900000000000001,0.115,116.049,240000
2443,0.383,0.603,-7.377000000000002,0,0.0319,0.394,0.215,0.087,119.86,200000
2444,0.365,0.8029999999999999,-3.709,0,0.0608,0.000109,0.0938,0.142,122.045,200656
2445,0.307,0.51,-11.771,0,0.057,0.514,0.29,0.0935,158.77,210989
2446,0.506,0.8320000000000001,-4.676,0,0.0348,4.66e-05,0.0654,0.292,119.998,230034
2447,0.47,0.5920000000000001,-10.698,0,0.0458,0.16899999999999998,0.0923,0.0439,130.04399999999998,144014
2448,0.59,0.632,-7.399,1,0.0407,0.414,0.124,0.0887,130.085,194000
2449,0.618,0.872,-8.423,0,0.0311,0.00775,0.127,0.493,119.983,176341
2450,0.653,0.525,-14.300999999999998,0,0.0329,0.387,0.104,0.409,139.97799999999998,241000
2451,0.366,0.594,-10.475,0,0.165,0.337,0.0731,0.0883,192.506,149072
2452,0.36,0.536,-8.758,1,0.0393,0.0162,0.0514,0.078,123.885,240562
2453,0.8740000000000001,0.423,-12.545,1,0.0928,0.722,0.146,0.154,129.988,188000
2454,0.298,0.665,-8.811,1,0.033,0.0113,0.124,0.0405,119.999,273000
2455,0.512,0.597,-7.164,0,0.0348,0.00203,0.411,0.0493,120.062,244453
2456,0.615,0.6,-10.703,0,0.0344,0.597,0.13699999999999998,0.207,135.5,219631
2457,0.486,0.792,-4.198,1,0.0339,0.00733,0.126,0.119,129.986,228989
2458,0.608,0.8390000000000001,-5.903,1,0.0363,0.0361,0.653,0.382,120.006,205138
2459,0.606,0.51,-8.837,0,0.027000000000000003,0.0257,0.114,0.0392,113.943,246276
2460,0.495,0.617,-9.396,0,0.0328,0.00513,0.127,0.194,119.935,261000
2461,0.684,0.6809999999999999,-5.595,0,0.0309,0.0238,0.128,0.333,130.09,216035
2462,0.463,0.797,-4.303,0,0.0465,0.0061600000000000005,0.0383,0.122,129.998,256000
2463,0.262,0.772,-5.823,0,0.0415,0.0217,0.115,0.0401,193.174,192366
2464,0.524,0.637,-9.416,0,0.0474,0.00225,0.155,0.0395,143.984,243409
2465,0.397,0.6,-6.4510000000000005,1,0.0289,0.00415,0.097,0.0398,140.112,226000
2466,0.529,0.815,-6.32,1,0.033,0.000108,0.106,0.0796,120.033,276140
2467,0.58,0.715,-5.041,0,0.0273,0.00136,0.116,0.212,119.999,232000
2468,0.5479999999999999,0.5870000000000001,-6.922999999999999,1,0.0328,0.0828,0.105,0.0811,150.036,217574
2469,0.467,0.861,-2.858,0,0.076,0.000292,0.217,0.124,140.02100000000002,253714
2470,0.621,0.475,-9.979,0,0.0386,0.385,0.197,0.158,136.042,205156
2471,0.708,0.396,-13.479,1,0.0514,0.285,0.105,0.0343,120.015,235625
2472,0.581,0.664,-7.417999999999998,1,0.0474,0.269,0.07400000000000001,0.142,219.876,226920
2473,0.581,0.662,-8.463,1,0.0327,0.0337,0.0737,0.13699999999999998,137.049,210237
2474,0.653,0.628,-8.068,0,0.0368,0.16399999999999998,0.324,0.14800000000000002,184.042,241345
2475,0.609,0.8059999999999999,-5.9510000000000005,0,0.0411,0.0023,0.688,0.171,132.02100000000002,233106
2476,0.5820000000000001,0.448,-9.01,1,0.0525,0.000531,0.115,0.0375,120.04,144010
2477,0.49,0.449,-10.804,0,0.0343,0.000593,0.0543,0.0914,124.936,201665
2478,0.664,0.523,-10.153,1,0.108,0.006659999999999999,0.486,0.156,121.095,225672
2479,0.76,0.485,-13.119000000000002,1,0.0727,0.316,0.224,0.36,123.999,199048
2480,0.7609999999999999,0.7709999999999999,-4.516,0,0.0309,0.0873,0.12,0.054000000000000006,114.004,206667
2481,0.506,0.833,-5.167000000000002,0,0.135,0.00589,0.244,0.199,190.016,209684
2482,0.56,0.813,-4.199,1,0.0524,0.000637,0.103,0.062,134.026,259702
2483,0.774,0.718,-5.882999999999999,1,0.208,0.00968,0.19,0.363,130.016,211905
2484,0.306,0.626,-7.619,0,0.0349,0.000256,0.15,0.039,119.799,231000
2485,0.494,0.523,-8.322000000000001,0,0.038,0.0127,0.233,0.21,133.96,161194
2486,0.644,0.7509999999999999,-9.168,1,0.0328,6.579999999999999e-05,0.14300000000000002,0.172,140.05200000000002,197068
2487,0.491,0.7020000000000001,-6.909,1,0.109,0.302,0.0579,0.334,151.159,308152
2488,0.569,0.397,-9.034,0,0.0347,0.0327,0.118,0.111,119.977,213055
2489,0.604,0.696,-7.519,0,0.0342,0.181,0.083,0.115,118.001,236059
2490,0.61,0.831,-3.565,1,0.0319,0.000931,0.119,0.157,140.02700000000002,192009
2491,0.617,0.6409999999999999,-9.251,0,0.0366,0.249,0.16399999999999998,0.0862,120.031,263177
2492,0.564,0.456,-15.46,0,0.0435,0.197,0.103,0.0392,127.937,165068
2493,0.5,0.8340000000000001,-4.01,1,0.0311,0.138,0.238,0.101,124.987,256320
2494,0.675,0.589,-12.644,0,0.037000000000000005,0.0353,0.112,0.172,120.011,156000
2495,0.584,0.777,-4.7360000000000015,0,0.0931,0.011,0.429,0.0515,119.967,292219
2496,0.509,0.606,-7.604,0,0.0313,0.00446,0.129,0.0515,119.959,202000
2497,0.453,0.6709999999999999,-6.284,0,0.0292,0.00131,0.277,0.0437,119.955,297400
2498,0.265,0.861,-3.659,1,0.05,0.0083,0.0885,0.0562,128.335,253753
2499,0.614,0.496,-9.831,0,0.0284,0.598,0.118,0.0396,110.993,206905
2500,0.281,0.7020000000000001,-7.755,1,0.036000000000000004,0.000221,0.272,0.107,120.129,264000
2501,0.626,0.8240000000000001,-6.149,0,0.0328,0.0102,0.16,0.417,140.017,205714
2502,0.58,0.617,-11.26,1,0.0349,0.115,0.117,0.173,124.982,285000
2503,0.785,0.86,-4.34,1,0.0385,0.199,0.155,0.448,140.005,253875
2504,0.5429999999999999,0.679,-7.087999999999999,1,0.156,0.0056700000000000006,0.12,0.412,140.102,225601
2505,0.5379999999999999,0.8270000000000001,-9.362,0,0.0484,0.0621,0.244,0.0346,119.977,196075
2506,0.329,0.72,-6.266,1,0.0649,0.0842,0.21,0.101,114.789,262040
2507,0.23,0.868,-5.25,0,0.142,0.0222,0.115,0.152,137.507,209711
2508,0.299,0.394,-9.456,0,0.108,0.0279,0.111,0.0658,134.991,145634
2509,0.7290000000000001,0.649,-8.886000000000003,1,0.123,0.065,0.123,0.104,139.999,200228
2510,0.672,0.499,-10.94,0,0.0703,0.0785,0.126,0.119,113.001,161416
2511,0.512,0.765,-12.99,0,0.0415,0.618,0.0994,0.361,145.987,289315
2512,0.687,0.574,-8.697000000000001,0,0.029,0.00801,0.141,0.14300000000000002,119.993,289000
2513,0.654,0.49,-11.802,0,0.0445,0.0555,0.12,0.277,219.954,228571
2514,0.606,0.855,-8.923,1,0.0383,0.447,0.08199999999999999,0.422,142.026,209577
2515,0.5379999999999999,0.5479999999999999,-13.647,0,0.046,0.201,0.105,0.0377,113.007,263363
2516,0.5820000000000001,0.7979999999999999,-5.23,0,0.0295,0.00242,0.0976,0.132,130.02100000000002,232629
2517,0.6779999999999999,0.591,-5.0710000000000015,0,0.0566,0.005679999999999999,0.112,0.228,111.981,252857
2518,0.605,0.91,-5.024,0,0.0318,0.00032,0.0961,0.139,119.985,232000
2519,0.44,0.809,-5.187,0,0.0426,0.00263,0.0796,0.0506,174.96400000000003,240000
2520,0.508,0.753,-3.145,0,0.0315,0.00337,0.0815,0.174,125.008,189010
2521,0.358,0.662,-3.374,1,0.0402,0.000562,0.223,0.0931,129.96200000000002,203077
2522,0.7120000000000001,0.964,-2.521,0,0.0542,0.000314,0.0783,0.453,114.999,200348
2523,0.466,0.8059999999999999,-4.08,0,0.0559,0.000324,0.337,0.24,209.982,200000
2524,0.385,0.7829999999999999,-3.3760000000000003,0,0.0587,0.00286,0.184,0.182,173.37400000000005,184615
2525,0.215,0.816,-4.13,0,0.0387,0.000354,0.0884,0.0395,112.569,236000
2526,0.17800000000000002,0.6829999999999999,-3.349,0,0.0351,0.242,0.0962,0.145,126.09,280000
2527,0.602,0.924,-3.701,1,0.037000000000000005,5.51e-05,0.13,0.15,119.978,196000
2528,0.532,0.71,-7.1389999999999985,0,0.0656,0.0007,0.112,0.306,124.159,212903
2529,0.644,0.807,-5.805,0,0.0451,0.0032,0.138,0.398,134.009,207761
2530,0.58,0.889,-5.551,0,0.0409,1.59e-05,0.239,0.362,213.968,188411
2531,0.438,0.625,-5.473,1,0.0441,0.008579999999999999,0.0948,0.0416,122.078,208525
2532,0.5529999999999999,0.88,-4.374,0,0.0502,0.0506,0.111,0.0714,139.996,226290
2533,0.574,0.858,-4.574,1,0.0424,0.0034100000000000003,0.123,0.222,139.96200000000002,165022
2534,0.415,0.425,-14.41,0,0.0603,0.466,0.101,0.0361,113.727,242105
2535,0.653,0.754,-9.847,1,0.0355,2.84e-05,0.14400000000000002,0.0397,118.028,212326
2536,0.7090000000000001,0.556,-11.273,0,0.044,0.163,0.0777,0.197,133.99200000000002,179000
2537,0.55,0.44,-11.491,1,0.0424,0.08900000000000001,0.234,0.129,111.053,164389
2538,0.645,0.7759999999999999,-3.989,1,0.0361,0.0307,0.0981,0.866,159.984,221250
2539,0.242,0.445,-11.402,1,0.0481,0.0657,0.227,0.0415,171.04,220962
2540,0.516,0.649,-4.307,0,0.194,0.591,0.192,0.354,150.06799999999996,204800
2541,0.468,0.588,-7.82,0,0.0512,0.0386,0.0933,0.0397,122.073,193279
2542,0.503,0.628,-7.0760000000000005,0,0.0345,0.0926,0.11,0.0883,140.062,168124
2543,0.469,0.657,-6.12,1,0.0377,0.073,0.0851,0.395,140.056,247759
2544,0.5529999999999999,0.703,-8.318999999999999,1,0.0514,0.0144,0.106,0.17,127.93,161277
2545,0.436,0.534,-7.802,1,0.0512,0.0011,0.112,0.0924,128.21,126000
2546,0.423,0.764,-7.967,1,0.506,0.173,0.0964,0.183,140.083,171429
2547,0.18600000000000005,0.948,-4.157,1,0.4320000000000001,0.0008810000000000002,0.142,0.0397,175.02200000000005,214884
2548,0.555,0.6940000000000001,-8.565,1,0.0796,0.117,0.125,0.154,210.01,201174
2549,0.413,0.6,-7.676,1,0.0359,0.00399,0.112,0.0464,121.959,177049
2550,0.504,0.7509999999999999,-4.203,1,0.0615,0.00619,0.0837,0.304,141.007,209375
2551,0.622,0.607,-7.518,0,0.0394,0.152,0.0978,0.0839,127.938,215652
2552,0.56,0.6920000000000001,-7.115,1,0.0288,0.00219,0.097,0.0667,140.002,176571
2553,0.594,0.648,-6.45,0,0.0428,0.0608,0.14400000000000002,0.0608,139.952,227096
2554,0.5539999999999999,0.417,-14.383,1,0.0378,0.22,0.0805,0.0388,216.134,150031
2555,0.415,0.263,-12.767,0,0.0341,0.422,0.112,0.0627,124.024,218740
2556,0.484,0.585,-8.979,0,0.181,0.0176,0.0913,0.054000000000000006,129.993,178295
2557,0.589,0.8109999999999999,-10.692,1,0.142,0.0061,0.0692,0.153,140.015,253723
2558,0.414,0.672,-7.814,1,0.11,0.0614,0.0705,0.0599,140.162,199737
2559,0.429,0.508,-6.9289999999999985,1,0.0472,0.161,0.104,0.0397,135.092,174902
2560,0.271,0.877,-6.747000000000001,0,0.526,0.0324,0.645,0.152,182.408,175205
2561,0.515,0.649,-4.083,1,0.0374,0.0155,0.118,0.0673,134.036,206236
2562,0.494,0.88,-4.766,0,0.387,0.000606,0.129,0.155,133.091,187683
2563,0.5820000000000001,0.872,-6.276,1,0.481,0.0234,0.0561,0.342,134.009,186466
2564,0.265,0.96,-6.254,0,0.856,0.0107,0.116,0.0414,159.804,212312
2565,0.253,0.662,-4.877,1,0.0427,0.0378,0.111,0.0589,179.888,288013
2566,0.276,0.957,-3.359,0,0.0789,0.114,0.122,0.13,129.378,226031
2567,0.403,0.7490000000000001,-6.652,1,0.0389,0.00197,0.461,0.21,128.115,160420
2568,0.53,0.968,-4.073,0,0.13699999999999998,0.0475,0.214,0.314,139.957,181714
2569,0.508,0.8340000000000001,-7.652,1,0.0368,0.000449,0.111,0.0378,190.014,356316
2570,0.5820000000000001,0.5820000000000001,-11.422,0,0.0299,0.16899999999999998,0.0831,0.329,143.996,240039
2571,0.6859999999999999,0.741,-12.305,1,0.0446,0.0297,0.111,0.379,133.983,229000
2572,0.6629999999999999,0.584,-7.693,0,0.231,0.475,0.655,0.324,135.012,248907
2573,0.595,0.485,-10.071,0,0.0379,0.42,0.131,0.0806,205.954,186553
2574,0.45,0.792,-6.019,0,0.0764,0.333,0.138,0.217,179.94400000000005,266667
2575,0.466,0.561,-8.863,1,0.0384,0.8220000000000001,0.118,0.106,199.972,214950
2576,0.742,0.606,-7.357,0,0.0339,0.32299999999999995,0.626,0.117,120.044,234057
2577,0.662,0.939,-6.2029999999999985,0,0.0865,0.0864,0.231,0.423,140.033,226290
2578,0.4970000000000001,0.493,-11.565,0,0.0363,0.0358,0.0959,0.0373,179.94,136000
2579,0.411,0.109,-14.886,0,0.0453,0.984,0.0946,0.0748,161.766,181159
2580,0.537,0.424,-11.281,1,0.0409,0.0171,0.355,0.0761,193.99400000000003,260206
2581,0.58,0.617,-11.26,1,0.0349,0.115,0.117,0.173,124.982,285000
2582,0.613,0.621,-5.909,1,0.0366,0.264,0.172,0.112,133.972,193489
2583,0.534,0.359,-12.527,0,0.0308,0.0252,0.196,0.0384,199.948,307463
2584,0.736,0.542,-8.875,0,0.0499,0.377,0.125,0.0396,220.04,290182
2585,0.376,0.245,-13.778,0,0.047,0.5489999999999999,0.124,0.0379,186.368,275565
2586,0.545,0.443,-15.253,1,0.0352,0.00215,0.32,0.0374,125.005,207360
2587,0.812,0.411,-8.996,0,0.0654,0.131,0.0842,0.354,129.933,196023
2588,0.257,0.4920000000000001,-12.009,0,0.0445,0.019,0.122,0.0412,152.814,246010
2589,0.456,0.593,-6.091,1,0.232,0.0519,0.28600000000000003,0.087,137.70600000000002,208701
2590,0.462,0.414,-10.485,1,0.0346,0.836,0.128,0.0568,134.998,370363
2591,0.318,0.8109999999999999,-7.131,1,0.069,0.000816,0.252,0.0979,133.49200000000002,231402
2592,0.768,0.607,-8.786,1,0.0735,0.7440000000000001,0.133,0.491,180.09799999999996,215500
2593,0.274,0.906,-6.999,1,0.334,0.00758,0.642,0.214,141.947,260491
2594,0.33,0.588,-7.874,0,0.0536,0.00255,0.08900000000000001,0.245,154.464,220112
2595,0.236,0.208,-17.308,1,0.0408,0.149,0.0548,0.033,199.988,432013
2596,0.649,0.379,-12.755,1,0.0377,0.387,0.35200000000000004,0.0782,129.015,286627
2597,0.196,0.665,-8.144,0,0.0902,0.0016,0.21600000000000005,0.0693,180.011,218073
2598,0.481,0.648,-8.779,0,0.17,0.41,0.102,0.111,134.144,216913
2599,0.54,0.465,-10.35,1,0.0348,0.000432,0.065,0.0492,143.987,152043
2600,0.8290000000000001,0.6509999999999999,-6.247999999999998,1,0.0421,0.0475,0.102,0.454,124.975,165172
2601,0.142,0.74,-5.621,0,0.0748,0.0005639999999999999,0.0823,0.158,186.146,258960
2602,0.407,0.5539999999999999,-9.217,1,0.0361,0.199,0.104,0.0718,135.97,208379
2603,0.731,0.586,-3.892,1,0.06,0.128,0.119,0.251,145.997,175909
2604,0.7070000000000001,0.7090000000000001,-3.1,1,0.0559,0.0197,0.0798,0.126,119.01,233979
2605,0.264,0.7879999999999999,-5.502000000000002,0,0.0597,0.00101,0.682,0.0384,139.746,275550
2606,0.589,0.809,-7.114,0,0.0438,0.0104,0.142,0.0708,148.02700000000004,235152
2607,0.6859999999999999,0.5870000000000001,-11.017,1,0.0872,0.0493,0.101,0.112,120.01,236016
2608,0.615,0.479,-11.974,0,0.0727,0.669,0.119,0.0772,119.972,275831
2609,0.501,0.943,-4.053,0,0.0653,0.3,0.159,0.426,143.95600000000005,213333
2610,0.243,0.893,-4.822,0,0.038,0.0283,0.269,0.0809,140.035,274286
2611,0.505,0.816,-6.384,1,0.085,0.0336,0.0847,0.104,149.885,236800
2612,0.701,0.531,-6.92,0,0.0536,0.445,0.218,0.405,119.933,176000
2613,0.504,0.8370000000000001,-5.869,0,0.0407,0.00845,0.207,0.0399,130.14,214385
2614,0.504,0.855,-5.424,0,0.0536,0.00806,0.0687,0.154,150.096,237600
2615,0.327,0.955,-1.789,0,0.128,0.0342,0.34600000000000003,0.31,140.003,425195
2616,0.397,0.919,-4.534,0,0.0741,8.2e-06,0.625,0.439,139.951,185182
2617,0.409,0.821,-6.553,0,0.132,0.044,0.0622,0.27,122.181,253048
2618,0.534,0.741,-8.647,1,0.0397,0.0298,0.16699999999999998,0.219,220.032,445048
2619,0.6,0.835,-6.066,0,0.0901,0.000831,0.338,0.18600000000000005,117.988,268513
2620,0.584,0.722,-3.447,1,0.0448,0.000608,0.14,0.262,140.0,195442
2621,0.366,0.601,-7.724,0,0.0429,0.0122,0.122,0.0381,120.031,230034
2622,0.422,0.8909999999999999,-3.392,0,0.0647,0.126,0.395,0.0499,129.985,236337
2623,0.703,0.6609999999999999,-7.359,0,0.0408,0.0112,0.118,0.11,140.023,360862
2624,0.64,0.594,-8.953,1,0.0433,0.00706,0.109,0.306,145.032,218567
2625,0.748,0.607,-7.6560000000000015,1,0.0582,0.0167,0.194,0.108,204.07,188254
2626,0.674,0.8590000000000001,-4.612,0,0.0355,0.0303,0.104,0.0549,111.002,179465
2627,0.496,0.54,-11.134,0,0.0502,0.21,0.116,0.17600000000000002,139.799,223929
2628,0.51,0.882,-6.502000000000002,0,0.116,0.0172,0.544,0.309,139.957,223737
2629,0.374,0.449,-14.275,0,0.0325,0.469,0.101,0.0374,139.591,332651
2630,0.258,0.502,-10.923,1,0.0591,0.944,0.0986,0.0599,119.937,307416
2631,0.6990000000000001,0.418,-11.974,0,0.0546,0.113,0.325,0.305,140.025,173179
2632,0.433,0.551,-10.092,0,0.0414,0.308,0.0906,0.201,120.931,228153
2633,0.35600000000000004,0.754,-6.024,0,0.129,0.00301,0.111,0.17,205.82,211386
2634,0.444,0.685,-3.484,1,0.0884,0.0148,0.383,0.222,213.884,287843
2635,0.54,0.777,-4.316,0,0.0557,0.185,0.327,0.468,179.972,218667
2636,0.4,0.7809999999999999,-6.649,0,0.0592,0.00354,0.391,0.107,122.946,237009
2637,0.402,0.828,-2.216,0,0.229,0.00687,0.08199999999999999,0.16399999999999998,161.191,190281
2638,0.568,0.741,-8.701,1,0.333,0.28600000000000003,0.138,0.34700000000000003,149.959,172800
2639,0.376,0.73,-5.414,0,0.0352,0.34,0.161,0.21,147.02100000000004,176327
2640,0.532,0.863,-5.812,1,0.0353,0.000155,0.147,0.0779,126.967,200315
2641,0.529,0.642,-7.124,1,0.0498,0.07400000000000001,0.131,0.103,140.058,246875
2642,0.551,0.453,-11.869000000000002,0,0.0504,0.0341,0.0992,0.0526,180.06599999999997,193340
2643,0.516,0.594,-8.306000000000001,0,0.0314,0.0114,0.0964,0.0464,139.904,236571
2644,0.5479999999999999,0.5489999999999999,-13.319,0,0.0408,0.526,0.11,0.158,143.96200000000005,226667
2645,0.477,0.937,-5.2639999999999985,0,0.058,0.111,0.126,0.491,189.17,144130
2646,0.552,0.731,-3.677,0,0.14300000000000002,0.106,0.109,0.279,139.97299999999998,220475
2647,0.482,0.755,-6.215,0,0.0445,0.00119,0.166,0.158,140.048,221143
2648,0.7040000000000001,0.812,-8.437000000000001,1,0.0639,0.0229,0.0824,0.254,139.95600000000002,366973
2649,0.752,0.421,-13.775,0,0.0393,0.218,0.121,0.0694,125.017,217965
2650,0.856,0.667,-5.234,1,0.106,0.173,0.413,0.513,115.007,280885
2651,0.438,0.7020000000000001,-7.811,1,0.14,0.00027400000000000005,0.555,0.204,179.958,224000
2652,0.5479999999999999,0.475,-12.42,1,0.0355,0.615,0.0944,0.0349,126.974,294667
2653,0.483,0.638,-10.204,1,0.0595,0.138,0.441,0.402,140.166,235128
2654,0.642,0.6509999999999999,-9.335,1,0.0471,0.227,0.24,0.128,157.47299999999996,317740
2655,0.6659999999999999,0.382,-13.191,0,0.0323,0.193,0.0909,0.154,125.98,224810
2656,0.504,0.584,-8.832,1,0.32,0.402,0.111,0.114,212.114,296635
2657,0.672,0.8029999999999999,-7.692,1,0.0398,0.0431,0.0882,0.103,123.009,220020
2658,0.647,0.957,-4.767,0,0.0507,0.0536,0.48,0.0793,125.013,218900
2659,0.622,0.525,-7.851,1,0.0334,0.0784,0.117,0.0354,132.018,212481
2660,0.439,0.413,-7.563,1,0.0371,0.0191,0.11,0.0392,130.005,356312
2661,0.541,0.517,-12.108,0,0.043,0.0294,0.111,0.201,129.967,192005
2662,0.547,0.61,-9.081,0,0.0361,0.239,0.121,0.0392,128.369,183178
2663,0.594,0.826,-8.958,1,0.0341,0.123,0.485,0.33,130.017,232085
2664,0.274,0.382,-15.352,0,0.0332,0.8170000000000001,0.171,0.0381,120.019,296000
2665,0.518,0.546,-8.439,1,0.0373,0.0394,0.0852,0.039,112.021,310720
2666,0.73,0.509,-12.463,0,0.0606,0.0306,0.0876,0.235,140.001,250683
2667,0.4920000000000001,0.664,-9.651,0,0.0407,0.00541,0.116,0.0364,199.932,196800
2668,0.536,0.721,-10.855,1,0.0422,0.079,0.149,0.0659,128.981,242000
2669,0.425,0.482,-11.365,0,0.036000000000000004,0.477,0.0582,0.0462,128.033,205322
2670,0.7509999999999999,0.563,-10.718,0,0.0472,0.182,0.958,0.4970000000000001,126.011,186723
2671,0.485,0.369,-15.457,0,0.0385,0.0515,0.0793,0.0394,114.006,248421
2672,0.36,0.487,-10.129,1,0.0323,0.524,0.211,0.0438,199.946,251425
2673,0.555,0.52,-11.956,0,0.0468,0.774,0.0795,0.0624,176.018,307055
2674,0.607,0.787,-6.551,1,0.0527,0.00119,0.112,0.15,137.977,263836
2675,0.698,0.459,-10.703,1,0.0321,0.0308,0.104,0.0357,130.007,273231
2676,0.503,0.4920000000000001,-11.204,1,0.0396,0.242,0.119,0.14,130.014,212308
2677,0.664,0.382,-14.693,0,0.0428,0.156,0.0943,0.115,125.984,304762
2678,0.341,0.443,-10.725,0,0.0379,0.328,0.382,0.0574,129.908,211784
2679,0.474,0.7120000000000001,-6.028,0,0.0359,0.000953,0.0738,0.166,114.916,177130
2680,0.435,0.83,-6.53,0,0.051,0.006809999999999999,0.339,0.232,144.917,215172
2681,0.561,0.564,-6.215,1,0.0294,0.00941,0.0889,0.0601,220.088,253507
2682,0.471,0.779,-5.69,0,0.0471,0.00292,0.191,0.498,139.955,222929
2683,0.552,0.479,-12.328,1,0.0372,0.0721,0.0944,0.24,125.978,266667
2684,0.312,0.433,-12.484000000000002,1,0.0303,0.24,0.16399999999999998,0.0379,175.955,245000
2685,0.772,0.7390000000000001,-8.684,0,0.0702,0.17,0.0944,0.48,160.002,221963
2686,0.52,0.807,-5.061,1,0.0534,0.0033200000000000005,0.093,0.256,116.037,322795
2687,0.505,0.945,-4.663,0,0.045,0.00124,0.3670000000000001,0.222,145.004,195712
2688,0.393,0.805,-2.52,1,0.0471,0.0005549999999999999,0.0746,0.325,149.862,197200
2689,0.227,0.952,-4.776,0,0.314,0.00461,0.369,0.201,183.9,233143
2690,0.61,0.816,-6.2429999999999986,0,0.0291,0.129,0.11,0.234,139.97,222857
2691,0.679,0.688,-6.4060000000000015,1,0.0366,0.04,0.0888,0.163,130.007,347538
2692,0.64,0.542,-8.453,1,0.0567,0.251,0.391,0.135,129.944,309692
2693,0.596,0.755,-5.989,1,0.0302,0.0016300000000000002,0.106,0.108,120.004,261500
2694,0.593,0.85,-6.691,1,0.0509,0.0224,0.282,0.208,129.983,280615
2695,0.48,0.875,-6.471,1,0.0293,0.0301,0.0886,0.304,140.002,253714
2696,0.4970000000000001,0.755,-6.324,1,0.0453,0.0035,0.202,0.04,123.956,221625
2697,0.5429999999999999,0.645,-9.246,0,0.0388,0.0125,0.0941,0.0382,219.944,196406
2698,0.321,0.73,-8.283,0,0.0355,0.000782,0.275,0.0374,119.847,235870
2699,0.701,0.5379999999999999,-10.545,1,0.0507,0.0867,0.123,0.0435,207.95,198504
2700,0.623,0.491,-8.219,1,0.0313,0.0458,0.103,0.0335,199.982,249600
2701,0.63,0.622,-8.912,1,0.0338,0.128,0.487,0.145,120.032,168000
2702,0.482,0.551,-11.567,0,0.0661,0.218,0.135,0.0433,195.944,240048
2703,0.716,0.6990000000000001,-7.853,0,0.0384,0.0614,0.0937,0.138,129.996,193846
2704,0.444,0.86,-4.86,1,0.0792,0.00583,0.85,0.1,140.874,207604
2705,0.5589999999999999,0.7759999999999999,-7.149,1,0.047,0.00203,0.0772,0.0864,220.152,161359
2706,0.624,0.61,-5.825,1,0.172,0.163,0.345,0.158,140.05100000000002,205714
2707,0.419,0.598,-11.979,1,0.107,0.0261,0.245,0.0875,120.034,176000
2708,0.515,0.445,-9.217,1,0.0333,0.16,0.0829,0.034,120.027,202000
2709,0.499,0.95,-6.848,1,0.0707,0.00356,0.112,0.199,134.998,497778
2710,0.5489999999999999,0.87,-7.895,0,0.11,0.133,0.0991,0.0902,150.03799999999995,281600
2711,0.302,0.8959999999999999,-5.909,0,0.107,0.0059700000000000005,0.0771,0.193,217.804,247385
2712,0.575,0.952,-5.773,0,0.0586,0.000365,0.318,0.117,135.02100000000002,234667
2713,0.565,0.878,-6.7970000000000015,1,0.0362,0.00137,0.0885,0.0397,140.058,277714
2714,0.878,0.474,-7.176,1,0.249,0.0634,0.13,0.715,114.988,235826
2715,0.513,0.867,-8.235,0,0.0298,0.0154,0.16899999999999998,0.094,134.012,476418
2716,0.595,0.8,-9.446,1,0.0322,0.00417,0.18600000000000005,0.0888,134.983,295111
2717,0.374,0.901,-5.471,1,0.127,0.0526,0.128,0.239,150.019,214400
2718,0.31,0.982,-3.3280000000000003,0,0.213,0.238,0.32,0.0802,135.058,369778
2719,0.481,0.903,-5.754,1,0.0372,0.0318,0.261,0.21,124.934,334080
2720,0.544,0.843,-6.773,1,0.155,0.0182,0.44,0.112,145.026,240000
2721,0.569,0.956,-6.055,0,0.104,0.00262,0.106,0.481,140.018,438857
2722,0.435,0.855,-5.727,0,0.0675,0.000164,0.409,0.0924,111.959,368571
2723,0.313,0.933,-4.4689999999999985,0,0.095,0.487,0.151,0.221,160.75,271059
2724,0.5479999999999999,0.851,-6.398,0,0.0349,0.313,0.102,0.0394,114.994,275478
2725,0.513,0.8740000000000001,-6.942,1,0.0985,0.00297,0.117,0.0818,139.912,317143
2726,0.568,0.921,-3.741,1,0.037000000000000005,0.083,0.0418,0.115,135.013,302231
2727,0.57,0.915,-7.717,0,0.0477,0.0003,0.331,0.225,138.015,222613
2728,0.31,0.878,-3.108,0,0.0814,0.006690000000000001,0.402,0.0678,157.944,223386
2729,0.403,0.895,-4.533,1,0.0739,0.00296,0.107,0.0387,141.578,227290
2730,0.509,0.8859999999999999,-8.02,1,0.0484,0.038,0.12,0.116,129.016,366519
2731,0.44,0.909,-1.867,0,0.0579,0.00515,0.14400000000000002,0.14400000000000002,135.042,248894
