,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms
12865,0.378,0.5379999999999999,-6.795,1,0.0283,0.233,0.35600000000000004,0.407,167.644,219680
12866,0.598,0.743,-6.1629999999999985,1,0.0307,0.000643,0.112,0.5329999999999999,110.337,228320
12867,0.634,0.8490000000000001,-7.075,1,0.105,0.0438,0.363,0.919,156.004,175493
12868,0.366,0.927,-4.7,1,0.155,0.00774,0.135,0.77,138.393,198667
12869,0.477,0.728,-5.3,1,0.0394,0.0513,0.0762,0.0994,106.765,341947
12870,0.562,0.7809999999999999,-5.347,0,0.0294,0.000118,0.17600000000000002,0.181,120.011,209880
12871,0.49,0.877,-4.37,0,0.0496,0.004370000000000001,0.3,0.546,187.972,187853
12872,0.342,0.79,-11.755,1,0.0777,2.63e-05,0.0847,0.26,164.50799999999995,213333
12873,0.45,0.895,-4.739,1,0.0386,0.0293,0.116,0.463,155.154,257253
12874,0.5,0.8240000000000001,-5.846,0,0.0388,0.00016,0.0916,0.539,120.125,218920
12875,0.5710000000000001,0.784,-6.396,1,0.0352,0.0175,0.19,0.462,105.973,255493
12876,0.579,0.8490000000000001,-5.218,0,0.0303,0.108,0.0909,0.581,200.042,196907
12877,0.42,0.672,-7.902,1,0.027000000000000003,0.0067,0.108,0.476,168.019,238667
12878,0.28800000000000003,0.758,-5.692,0,0.0371,0.0061600000000000005,0.303,0.619,194.188,201726
12879,0.246,0.953,-5.08,1,0.0968,0.000301,0.246,0.189,153.10399999999996,428293
12880,0.268,0.742,-4.939,1,0.0355,0.0518,0.626,0.416,159.779,321093
12881,0.64,0.743,-4.08,1,0.0379,0.269,0.101,0.361,122.035,262533
12882,0.537,0.674,-5.134,0,0.0277,0.0088,0.265,0.33,136.002,214107
12883,0.486,0.595,-5.009,1,0.0302,0.00212,0.0953,0.331,113.276,213267
12884,0.696,0.875,-3.682,1,0.0649,0.134,0.159,0.772,127.39,222733
12885,0.4,0.924,-4.478,1,0.0765,0.000343,0.0693,0.362,159.986,231680
12886,0.5379999999999999,0.79,-7.234,1,0.217,0.0367,0.129,0.552,140.137,299653
12887,0.688,0.835,-4.162,1,0.0911,0.0583,0.0795,0.88,169.71599999999995,230493
12888,0.442,0.7929999999999999,-5.152,1,0.0347,0.0456,0.328,0.4370000000000001,161.97,237267
12889,0.387,0.442,-7.086,1,0.0352,0.19,0.0788,0.382,169.481,185600
12890,0.625,0.951,-5.209,1,0.0494,0.0049700000000000005,0.106,0.721,128.01,198267
12891,0.503,0.8809999999999999,-4.502,0,0.0827,0.0261,0.482,0.597,202.076,187880
12892,0.55,0.928,-5.13,1,0.0625,0.00032900000000000003,0.0981,0.515,130.02100000000002,211187
12893,0.6890000000000001,0.735,-4.545,1,0.267,0.00922,0.365,0.059,171.403,320627
12894,0.363,0.71,-3.08,1,0.0308,0.21600000000000005,0.121,0.383,170.113,203733
12895,0.416,0.86,-3.94,1,0.048,0.000972,0.0957,0.408,153.05100000000004,241027
12896,0.496,0.682,-4.095,1,0.0294,0.005520000000000001,0.0589,0.474,167.06,262333
12897,0.544,0.922,-3.222,1,0.0416,0.00107,0.29100000000000004,0.589,111.987,175173
12898,0.578,0.76,-2.307,1,0.0329,0.00188,0.142,0.7,127.904,219973
12899,0.496,0.8490000000000001,-4.975,1,0.0368,0.000333,0.354,0.828,171.965,228867
12900,0.458,0.561,-4.819,1,0.0269,0.0965,0.156,0.206,149.875,197411
12901,0.285,0.371,-6.832999999999998,1,0.0295,0.698,0.104,0.3720000000000001,154.989,238076
12902,0.345,0.929,-4.4689999999999985,0,0.142,0.00015,0.129,0.181,155.041,227107
12903,0.29600000000000004,0.632,-5.93,1,0.0414,0.337,0.0878,0.179,129.881,394120
12904,0.466,0.653,-4.583,1,0.0298,0.0157,0.263,0.205,143.034,208907
12905,0.459,0.65,-4.445,1,0.0268,0.0213,0.172,0.331,140.08,221040
12906,0.448,0.8140000000000001,-4.601,0,0.0337,0.00145,0.104,0.523,161.93,224853
12907,0.455,0.908,-4.414,0,0.101,0.00234,0.0772,0.6970000000000001,154.113,224227
12908,0.476,0.628,-4.5760000000000005,1,0.0308,0.0343,0.13,0.602,173.833,212573
12909,0.263,0.477,-7.824,1,0.0405,0.0357,0.259,0.197,144.826,218347
12910,0.515,0.594,-4.708,1,0.0262,0.008440000000000001,0.0752,0.218,146.564,293133
12911,0.528,0.946,-4.874,1,0.0704,0.0011,0.0655,0.718,133.07399999999998,183893
12912,0.373,0.872,-4.455,0,0.0525,9.74e-05,0.183,0.32299999999999995,150.188,265013
12913,0.644,0.939,-3.486,0,0.0456,0.157,0.233,0.861,106.031,208107
12914,0.311,0.76,-6.301,1,0.0364,0.000962,0.104,0.189,177.592,258587
12915,0.359,0.955,-2.323,0,0.12,0.00116,0.349,0.446,170.033,230427
12916,0.47,0.884,-2.9810000000000003,1,0.0831,0.00186,0.226,0.488,128.135,211253
12917,0.615,0.531,-6.303,1,0.0242,0.0814,0.1,0.274,187.99400000000003,248973
12918,0.207,0.953,-4.635,1,0.153,0.000166,0.257,0.2,106.945,244520
12919,0.337,0.835,-6.351,0,0.057,0.0017399999999999998,0.0945,0.418,175.122,198533
12920,0.467,0.713,-6.349,0,0.0282,0.000271,0.149,0.34,175.93200000000004,239587
12921,0.393,0.775,-5.485,1,0.0382,0.0245,0.08199999999999999,0.162,143.928,319000
12922,0.402,0.8590000000000001,-4.41,0,0.0466,0.0394,0.0745,0.514,190.62,211547
12923,0.3670000000000001,0.71,-6.154,0,0.0448,0.000299,0.13,0.345,169.959,209027
12924,0.384,0.921,-3.334,1,0.055,0.0948,0.168,0.471,179.84400000000005,208186
12925,0.46,0.621,-6.436,0,0.0303,0.00324,0.131,0.16399999999999998,136.679,195867
12926,0.212,0.926,-3.378,0,0.14,0.000725,0.081,0.262,162.10299999999995,348387
12927,0.512,0.866,-4.061,1,0.0302,0.00022,0.31,0.392,142.995,218747
12928,0.16699999999999998,0.851,-4.039,1,0.0421,0.0127,0.172,0.11,175.426,291360
12929,0.503,0.758,-5.354,1,0.0303,0.00118,0.223,0.35600000000000004,193.098,225920
12930,0.412,0.7440000000000001,-4.301,1,0.0651,0.0265,0.21,0.342,176.171,210646
12931,0.298,0.45,-5.769,1,0.0282,0.454,0.273,0.41,167.06799999999996,213987
12932,0.524,0.893,-4.711,1,0.042,0.0008439999999999999,0.0602,0.721,136.99200000000002,179667
12933,0.36,0.505,-5.485,1,0.0314,0.616,0.326,0.382,138.252,290787
12934,0.541,0.677,-6.211,1,0.0271,0.0244,0.0854,0.237,131.922,232067
12935,0.451,0.815,-5.55,0,0.0368,6.06e-05,0.27,0.618,147.974,194227
12936,0.407,0.8959999999999999,-2.935,1,0.063,0.012,0.196,0.156,138.697,243573
12937,0.493,0.953,-4.688,1,0.0782,0.000203,0.0532,0.512,148.102,235320
12938,0.491,0.6659999999999999,-6.02,1,0.0308,0.00763,0.191,0.235,176.046,253280
12939,0.509,0.843,-3.318,0,0.0488,0.000671,0.348,0.332,140.055,238400
12940,0.358,0.75,-3.572,1,0.0414,8.49e-05,0.113,0.218,125.103,258253
12941,0.4920000000000001,0.8959999999999999,-5.819,0,0.117,0.000172,0.189,0.534,184.981,285570
12942,0.442,0.855,-2.985,0,0.0288,0.00049,0.273,0.363,175.543,243640
12943,0.396,0.7959999999999999,-3.253,1,0.0357,0.0597,0.407,0.362,154.037,207213
12944,0.507,0.933,-4.7,1,0.0868,7.120000000000001e-05,0.105,0.7140000000000001,149.998,188813
12945,0.392,0.71,-6.391,0,0.0402,0.012,0.293,0.512,160.096,233813
12946,0.34700000000000003,0.868,-4.145,0,0.0467,0.00012,0.0845,0.313,182.851,218467
12947,0.446,0.657,-4.494,1,0.0262,0.0022,0.189,0.215,152.132,250093
12948,0.473,0.833,-5.013,1,0.039,0.00369,0.118,0.503,157.012,272213
12949,0.206,0.908,-4.291,0,0.104,3.34e-05,0.392,0.206,164.197,184920
12950,0.272,0.281,-7.633999999999999,1,0.0287,0.388,0.158,0.141,179.828,240400
12951,0.496,0.809,-7.465,1,0.14800000000000002,0.0267,0.113,0.487,175.90900000000005,194800
12952,0.422,0.7340000000000001,-6.222,1,0.0317,0.087,0.0938,0.162,159.817,281267
12953,0.373,0.737,-5.282,1,0.0297,9.4e-06,0.0696,0.565,177.9,186893
12954,0.611,0.95,-3.509,1,0.0518,0.00141,0.0543,0.607,132.078,193893
12955,0.608,0.417,-8.345,1,0.0235,0.653,0.117,0.217,184.09,272027
12956,0.544,0.69,-5.723,0,0.0425,0.012,0.0615,0.219,123.962,276147
12957,0.434,0.877,-4.9430000000000005,1,0.0892,0.0006219999999999999,0.209,0.508,169.977,203600
12958,0.5329999999999999,0.955,-3.708,1,0.0653,0.000165,0.38,0.55,107.984,216733
12959,0.276,0.6579999999999999,-5.417999999999998,1,0.0329,0.0836,0.161,0.16,172.326,259133
12960,0.463,0.7879999999999999,-6.363,0,0.037000000000000005,2.97e-05,0.289,0.575,179.96200000000005,221947
12961,0.396,0.72,-3.854,1,0.0311,0.0008349999999999999,0.24,0.289,152.125,217187
12962,0.421,0.868,-4.972,0,0.033,2.28e-05,0.0964,0.596,158.066,244360
12963,0.6559999999999999,0.932,-3.405,0,0.0708,0.0034700000000000004,0.14400000000000002,0.544,130.936,201960
12964,0.525,0.537,-8.071,0,0.0301,0.198,0.124,0.319,180.002,179120
12965,0.695,0.8759999999999999,-4.262,0,0.0553,0.000996,0.106,0.941,179.908,279213
12966,0.649,0.888,-4.807,1,0.0293,0.013,0.0888,0.5529999999999999,201.95,208467
12967,0.392,0.847,-4.143,1,0.0467,0.000557,0.34700000000000003,0.525,174.08,202546
12968,0.531,0.984,-3.767,0,0.0652,0.0017,0.361,0.386,107.036,268480
12969,0.29,0.48,-6.582999999999998,1,0.0296,0.116,0.626,0.382,112.62,229235
12970,0.392,0.964,-4.441,0,0.0644,7.13e-05,0.106,0.269,167.024,200547
12971,0.18,0.867,-5.3370000000000015,1,0.217,9e-05,0.0917,0.108,152.502,228067
12972,0.439,0.945,-2.21,1,0.138,0.00677,0.166,0.455,161.954,195680
12973,0.457,0.939,-4.557,1,0.0835,0.00391,0.145,0.467,136.064,205320
12974,0.382,0.932,-3.726,0,0.0716,3.5e-05,0.243,0.57,179.581,218707
12975,0.532,0.935,-4.798,1,0.0619,0.00133,0.106,0.309,128.025,241960
12976,0.333,0.877,-1.894,0,0.0603,0.0033200000000000005,0.769,0.285,175.095,188187
12977,0.342,0.981,-3.228,0,0.14,2.53e-05,0.343,0.207,160.083,202640
12978,0.428,0.919,-3.245,0,0.0618,0.0503,0.245,0.294,145.92700000000005,214831
12979,0.436,0.931,-5.587999999999999,1,0.0534,3.82e-06,0.146,0.403,185.078,216081
12980,0.675,0.7609999999999999,-4.4689999999999985,0,0.0466,0.4320000000000001,0.102,0.428,119.001,199506
12981,0.575,0.591,-5.916,0,0.028,0.0173,0.173,0.332,107.967,246333
12982,0.443,0.8759999999999999,-4.488,1,0.0979,0.000558,0.227,0.569,157.053,183440
12983,0.563,0.685,-4.473,1,0.0581,0.00243,0.051,0.6409999999999999,154.086,218554
12984,0.588,0.698,-4.047,1,0.0444,0.00197,0.114,0.5529999999999999,129.95,233147
12985,0.5529999999999999,0.853,-3.668,1,0.0339,0.000684,0.126,0.506,122.023,231400
12986,0.373,0.939,-3.153,0,0.0603,0.00677,0.13699999999999998,0.429,176.02200000000005,233293
12987,0.399,0.957,-3.284,0,0.123,0.00157,0.845,0.637,196.197,211493
12988,0.48,0.929,-3.931,1,0.0826,0.0016300000000000002,0.341,0.624,196.09,216700
12989,0.642,0.873,-5.8210000000000015,1,0.0551,0.00394,0.175,0.662,164.00400000000005,192053
12990,0.473,0.735,-6.131,0,0.0498,0.0106,0.266,0.65,154.546,179453
12991,0.428,0.952,-4.624,0,0.111,0.000917,0.13,0.62,186.892,189867
12992,0.423,0.94,-4.012,0,0.0635,0.0016600000000000002,0.17800000000000002,0.505,149.934,206520
12993,0.447,0.967,-2.7060000000000004,1,0.0793,0.00448,0.487,0.606,179.991,162720
12994,0.452,0.945,-4.515,1,0.103,0.0373,0.22,0.504,167.95,203058
12995,0.594,0.959,-4.697,1,0.0486,0.00359,0.101,0.381,110.979,218055
12996,0.561,0.964,-3.312,1,0.0487,0.000143,0.0603,0.579,105.009,224423
12997,0.544,0.918,-3.875,1,0.0685,0.000858,0.0768,0.6679999999999999,129.018,188160
12998,0.519,0.941,-3.551,1,0.0502,0.0256,0.277,0.595,180.014,190914
12999,0.563,0.858,-3.828,1,0.0432,0.00134,0.0992,0.542,144.982,158227
13000,0.413,0.8809999999999999,-5.541,0,0.0367,5.99e-05,0.0805,0.364,158.066,250547
13001,0.5429999999999999,0.932,-3.392,0,0.0972,0.006659999999999999,0.393,0.603,106.466,228840
13002,0.596,0.8540000000000001,-5.114,0,0.463,0.0169,0.124,0.152,120.274,203418
13003,0.472,0.925,-3.545,0,0.15,0.000394,0.0826,0.338,159.989,267867
13004,0.452,0.974,-2.9760000000000004,1,0.0892,0.0136,0.336,0.318,193.876,201474
13005,0.51,0.979,-3.335,1,0.0607,0.00391,0.334,0.72,206.064,185493
13006,0.7070000000000001,0.789,-5.694,1,0.0544,0.0956,0.105,0.961,114.028,179974
13007,0.59,0.9,-3.44,1,0.0448,0.00156,0.406,0.792,131.984,160373
13008,0.561,0.94,-2.843,1,0.0592,0.00222,0.125,0.654,116.99,220653
13009,0.5710000000000001,0.89,-1.6,1,0.0395,0.00509,0.0769,0.7509999999999999,110.958,234147
13010,0.487,0.9,-4.417,1,0.0482,6.790000000000001e-05,0.358,0.484,149.937,204000
13011,0.358,0.912,-4.631,1,0.121,0.0541,0.183,0.626,202.789,254955
13012,0.625,0.85,-3.904,1,0.0495,0.34600000000000003,0.174,0.633,189.322,241667
13013,0.7909999999999999,0.713,-3.742,0,0.254,0.0163,0.189,0.514,130.012,192573
13014,0.682,0.889,-4.166,1,0.0804,0.00564,0.36,0.8270000000000001,138.02100000000002,192440
13015,0.607,0.805,-5.579,0,0.0608,0.00175,0.231,0.232,139.894,202667
13016,0.585,0.753,-4.585,1,0.228,0.008320000000000001,0.0873,0.335,150.018,202693
13017,0.6729999999999999,0.95,-3.048,0,0.187,0.000775,0.0738,0.677,159.923,180680
13018,0.466,0.99,-2.349,1,0.0969,0.0136,0.456,0.213,139.988,202027
13019,0.7020000000000001,0.904,-3.4560000000000004,1,0.0413,0.139,0.173,0.754,119.997,194093
13020,0.634,0.8079999999999999,-5.776,0,0.0468,0.00036,0.197,0.331,140.017,216413
13021,0.6809999999999999,0.599,-5.801,1,0.0715,8.209999999999999e-05,0.0988,0.496,140.001,262653
13022,0.463,0.925,-5.74,1,0.0747,0.0106,0.189,0.59,158.33700000000005,251867
13023,0.579,0.5670000000000001,-5.992000000000001,0,0.0288,0.0193,0.117,0.339,107.979,246333
13024,0.478,0.977,-3.162,1,0.0751,0.00473,0.509,0.482,192.094,182120
13025,0.479,0.884,-4.762,1,0.0483,0.0338,0.0802,0.452,146.922,198467
13026,0.434,0.961,-4.247,1,0.0974,8.45e-05,0.0938,0.274,153.969,176160
13027,0.454,0.947,-4.085,1,0.0841,0.0187,0.34600000000000003,0.591,149.076,154133
13028,0.593,0.993,-4.308,0,0.166,0.0523,0.0842,0.6779999999999999,129.989,182613
13029,0.642,0.737,-5.29,0,0.036000000000000004,0.0323,0.116,0.6459999999999999,125.003,241800
13030,0.79,0.922,-7.688,0,0.154,0.0445,0.0899,0.391,135.909,203533
13031,0.476,0.726,-6.874,1,0.0418,0.000878,0.0965,0.22,135.093,174724
13032,0.321,0.6709999999999999,-5.682,0,0.0386,0.000224,0.0844,0.184,200.026,244542
13033,0.517,0.918,-3.957,1,0.059,0.00198,0.123,0.83,151.97899999999996,284547
13034,0.454,0.888,-2.459,1,0.0414,0.00182,0.174,0.634,168.28099999999995,202960
13035,0.359,0.935,-5.529,0,0.0817,0.000143,0.35100000000000003,0.6579999999999999,173.429,198493
13036,0.642,0.87,-4.096,1,0.11,0.00205,0.129,0.73,119.987,172293
13037,0.578,0.942,-3.614,1,0.0623,0.067,0.348,0.693,130.953,192627
13038,0.633,0.933,-2.355,1,0.05,0.114,0.217,0.565,115.037,168520
13039,0.269,0.904,-5.715,1,0.188,0.00201,0.312,0.34600000000000003,177.423,207400
13040,0.3720000000000001,0.904,-4.438,1,0.106,0.006999999999999999,0.112,0.362,159.08100000000005,231507
13041,0.32,0.8390000000000001,-3.789,1,0.085,0.0189,0.36,0.506,175.90599999999995,211093
13042,0.579,0.889,-4.078,1,0.0796,0.197,0.131,0.556,125.948,248080
13043,0.397,0.975,-3.532,0,0.365,0.00152,0.118,0.451,192.021,250240
13044,0.418,0.7979999999999999,-5.421,0,0.0413,0.381,0.0918,0.151,200.21400000000003,214707
13045,0.55,0.917,-3.159,1,0.0638,0.00428,0.197,0.601,126.115,177827
13046,0.5670000000000001,0.94,-3.155,1,0.094,0.0312,0.411,0.5589999999999999,116.523,189253
13047,0.655,0.733,-4.401,1,0.0324,0.000819,0.0792,0.569,116.984,215093
13048,0.606,0.884,-5.465,0,0.0535,0.00149,0.159,0.6459999999999999,130.01,237160
13049,0.379,0.8220000000000001,-5.257999999999999,1,0.104,0.0259,0.115,0.503,166.854,177600
13050,0.447,0.794,-3.604,0,0.0469,2.14e-05,0.242,0.6729999999999999,145.997,193893
13051,0.6970000000000001,0.775,-4.106,1,0.0636,0.139,0.0737,0.8220000000000001,180.03,200453
13052,0.459,0.8909999999999999,-3.289,1,0.0865,0.0402,0.0768,0.6990000000000001,164.074,204413
13053,0.581,0.922,-3.408,0,0.0667,0.0235,0.202,0.595,118.409,191545
13054,0.502,0.912,-4.556,1,0.0564,2.55e-05,0.106,0.72,116.761,301920
13055,0.435,0.887,-4.07,1,0.0636,0.0007469999999999999,0.0327,0.408,199.935,212040
13056,0.472,0.909,-4.688,1,0.054000000000000006,0.0029,0.263,0.7340000000000001,150.904,141293
13057,0.391,0.787,-4.582,1,0.0388,0.00196,0.195,0.562,184.951,211227
13058,0.738,0.934,-3.729,0,0.12,0.00176,0.0473,0.547,104.97,201160
13059,0.7859999999999999,0.623,-5.0360000000000005,1,0.0738,0.0056,0.0866,0.88,120.05,208200
13060,0.421,0.858,-4.535,1,0.0963,0.0134,0.067,0.491,173.255,206773
13061,0.527,0.8340000000000001,-5.5310000000000015,1,0.0447,0.00107,0.0993,0.422,110.065,198333
13062,0.809,0.28,-8.818,1,0.329,0.918,0.179,0.564,122.046,145907
13063,0.609,0.917,-2.563,1,0.0477,0.00614,0.0775,0.67,149.94799999999995,213587
13064,0.586,0.539,-7.904,0,0.0359,0.269,0.269,0.631,157.014,215257
13065,0.643,0.8490000000000001,-5.428,1,0.0526,0.0371,0.058,0.903,162.15200000000004,165853
13066,0.336,0.851,-4.756,1,0.0505,0.00284,0.222,0.48,177.956,238720
13067,0.484,0.889,-5.4689999999999985,1,0.0572,0.00195,0.222,0.5529999999999999,200.028,204667
13068,0.55,0.938,-3.556,0,0.0522,0.00171,0.555,0.433,133.99,214493
13069,0.345,0.987,-3.424,0,0.0778,0.00134,0.35200000000000004,0.677,114.703,240173
13070,0.501,0.989,-3.512,1,0.13,6.42e-05,0.26,0.233,120.014,94375
13071,0.327,0.873,-6.876,0,0.0902,0.00718,0.6629999999999999,0.219,109.058,216293
13072,0.669,0.7829999999999999,-6.148,1,0.0269,0.00231,0.109,0.34700000000000003,125.017,238500
13073,0.482,0.644,-8.535,0,0.319,0.0863,0.31,0.611,151.329,157560
13074,0.5720000000000001,0.862,-8.065,1,0.101,0.0127,0.674,0.111,124.708,387707
13075,0.608,0.642,-7.978,1,0.0251,0.17,0.166,0.608,175.40599999999995,289160
13076,0.486,0.892,-6.251,0,0.0457,0.13699999999999998,0.21600000000000005,0.496,135.005,224133
13077,0.44,0.446,-9.928,1,0.031,0.39,0.179,0.201,127.372,475093
13078,0.498,0.913,-4.805,0,0.0446,0.000904,0.0902,0.45,178.718,187667
13079,0.545,0.815,-3.197,0,0.0868,0.135,0.14800000000000002,0.758,170.058,218453
13080,0.657,0.752,-4.579,0,0.14800000000000002,0.0184,0.316,0.652,140.028,224707
13081,0.488,0.967,-2.701,1,0.0755,0.0147,0.109,0.341,130.92600000000002,216547
13082,0.426,0.868,-3.702,1,0.047,6.54e-05,0.0723,0.402,149.042,216000
13083,0.654,0.8170000000000001,-4.908,0,0.266,0.0816,0.41,0.794,127.991,184667
13084,0.425,0.936,-5.52,0,0.0829,2.1e-05,0.926,0.417,158.046,219107
13085,0.5479999999999999,0.855,-3.266,1,0.151,0.0149,0.127,0.644,145.13299999999995,218787
13086,0.701,0.608,-6.819,1,0.0374,0.206,0.273,0.794,126.044,240547
13087,0.463,0.8270000000000001,-4.085,1,0.0437,0.013,0.0964,0.26,188.07,186867
13088,0.449,0.871,-6.334,1,0.0536,0.0956,0.1,0.767,187.949,170773
13089,0.4970000000000001,0.923,-4.512,1,0.138,0.00282,0.158,0.6629999999999999,181.074,198000
13090,0.403,0.965,-2.238,1,0.0964,3.81e-05,0.341,0.431,112.363,236293
13091,0.477,0.917,-4.692,1,0.0547,0.00295,0.268,0.71,150.974,141293
13092,0.395,0.917,-6.86,1,0.133,0.00143,0.261,0.563,169.088,197640
13093,0.5720000000000001,0.401,-9.134,1,0.287,0.393,0.106,0.484,165.905,208760
13094,0.202,0.797,-5.809,1,0.0729,0.0163,0.0986,0.246,160.56799999999996,241640
13095,0.5820000000000001,0.81,-4.104,0,0.106,0.0763,0.35100000000000003,0.8740000000000001,147.908,133352
13096,0.5770000000000001,0.934,-3.999,1,0.128,0.0056,0.0484,0.54,137.003,200707
13097,0.441,0.953,-4.01,0,0.109,0.0576,0.258,0.7979999999999999,128.939,163054
13098,0.584,0.871,-3.695,1,0.0393,0.00129,0.266,0.655,194.002,191252
13099,0.501,0.7240000000000001,-4.738,1,0.0468,0.004379999999999999,0.369,0.266,202.002,201010
13100,0.504,0.889,-4.533,1,0.0737,0.0489,0.19,0.3670000000000001,165.047,205851
13101,0.616,0.871,-4.128,1,0.049,0.00135,0.426,0.679,119.967,177760
13102,0.415,0.913,-5.3610000000000015,1,0.0482,0.000543,0.284,0.4270000000000001,164.28900000000004,208600
13103,0.326,0.977,-3.2910000000000004,1,0.33,0.000637,0.35700000000000004,0.588,185.965,202000
13104,0.519,0.953,-2.567,1,0.0713,0.00297,0.0709,0.753,191.982,168520
13105,0.515,0.934,-4.416,1,0.0628,0.000195,0.0469,0.753,175.065,208800
13106,0.493,0.691,-5.875,1,0.0615,0.00245,0.215,0.527,181.112,203493
13107,0.524,0.939,-3.994,1,0.113,0.00022,0.623,0.6609999999999999,150.184,184867
13108,0.575,0.843,-3.806,1,0.0464,0.377,0.142,0.659,164.15200000000004,141227
13109,0.522,0.8809999999999999,-5.231,1,0.0847,0.00303,0.0939,0.369,130.084,232200
13110,0.409,0.847,-3.939,1,0.0519,2.17e-05,0.0952,0.336,117.935,199600
13111,0.45,0.978,-4.198,0,0.0637,0.000124,0.361,0.268,155.014,262573
13112,0.517,0.919,-4.2410000000000005,1,0.0565,0.0022600000000000003,0.342,0.615,135.004,205244
13113,0.513,0.958,-4.56,0,0.161,0.000254,0.653,0.379,201.786,163253
13114,0.212,0.963,-4.026,1,0.113,0.00199,0.598,0.16,145.016,255040
13115,0.4970000000000001,0.923,-4.512,1,0.13699999999999998,0.00282,0.158,0.667,181.075,198000
13116,0.267,0.981,-2.04,1,0.136,0.00548,0.0346,0.456,188.181,209021
13117,0.522,0.7509999999999999,-5.46,1,0.0435,0.000491,0.158,0.605,139.51,232067
13118,0.491,0.904,-4.729,1,0.0765,0.00929,0.106,0.607,156.031,247760
13119,0.521,0.94,-4.394,0,0.0591,0.0257,0.129,0.615,131.964,217107
13120,0.434,0.952,-3.177,0,0.18,0.00301,0.406,0.29600000000000004,184.048,193920
13121,0.491,0.87,-5.31,1,0.136,0.00177,0.517,0.532,163.268,179987
13122,0.5660000000000001,0.8320000000000001,-4.644,1,0.0603,0.00505,0.127,0.86,175.028,230667
13123,0.431,0.95,-4.918,1,0.26,0.00105,0.272,0.56,191.936,158733
13124,0.429,0.964,-4.09,1,0.17800000000000002,0.00105,0.277,0.525,163.06,215760
13125,0.428,0.934,-4.061,1,0.0926,8.31e-05,0.108,0.7240000000000001,167.988,192427
13126,0.569,0.953,-3.666,1,0.0437,0.011,0.342,0.7090000000000001,110.994,222933
13127,0.5820000000000001,0.88,-3.219,1,0.0601,0.0165,0.389,0.521,123.01,199987
13128,0.5539999999999999,0.978,-3.554,1,0.131,0.111,0.0731,0.594,135.095,162600
13129,0.889,0.816,-4.67,1,0.247,0.472,0.204,0.777,192.112,302693
13130,0.363,0.915,-3.777,0,0.0522,0.0388,0.0948,0.394,152.226,166307
13131,0.5539999999999999,0.899,-6.122999999999998,1,0.0329,0.0025,0.107,0.573,106.976,254413
13132,0.371,0.978,-4.188,1,0.0873,0.000304,0.37,0.454,199.841,243973
13133,0.594,0.939,-3.143,1,0.153,0.00498,0.342,0.722,192.61,213880
13134,0.4920000000000001,0.969,-4.419,1,0.0491,0.0014,0.0787,0.5379999999999999,190.272,157333
13135,0.399,0.911,-4.579,1,0.142,0.00506,0.109,0.853,193.894,159573
13136,0.354,0.982,-3.026,0,0.168,0.000237,0.204,0.194,143.77200000000005,252613
13137,0.573,0.938,-3.159,1,0.097,0.0338,0.337,0.613,116.552,193280
13138,0.339,0.893,-4.628,1,0.0786,0.0004480000000000001,0.121,0.251,184.182,210747
13139,0.463,0.59,-11.720999999999998,1,0.0695,0.00224,0.0612,0.615,168.52700000000004,207200
13140,0.447,0.967,-2.7060000000000004,1,0.0793,0.00448,0.487,0.606,179.991,162720
13141,0.5429999999999999,0.965,-3.718,1,0.124,0.000567,0.329,0.606,110.016,197321
13142,0.38,0.924,-5.782,0,0.0719,0.000173,0.17600000000000002,0.28,153.99,200800
13143,0.358,0.959,-3.139,0,0.0874,0.00364,0.35600000000000004,0.171,183.876,242413
13144,0.581,0.8140000000000001,-4.032,1,0.0525,0.00798,0.0877,0.813,193.932,177227
13145,0.382,0.915,-5.485,1,0.146,0.00127,0.116,0.335,169.118,230707
13146,0.402,0.956,-3.672,0,0.309,0.00701,0.14400000000000002,0.125,134.85,238573
13147,0.493,0.659,-5.6160000000000005,1,0.0403,0.005529999999999999,0.119,0.413,184.566,222800
13148,0.31,0.976,-3.095,1,0.116,0.000128,0.222,0.7709999999999999,113.249,169517
13149,0.473,0.735,-6.131,0,0.0498,0.0106,0.266,0.65,154.546,179453
13150,0.307,0.925,-3.918,0,0.0926,9.39e-05,0.377,0.261,179.96200000000005,217525
13151,0.428,0.948,-4.121,1,0.0986,0.00013700000000000002,0.127,0.584,124.383,191200
13152,0.507,0.748,-5.2639999999999985,1,0.0303,0.00604,0.17600000000000002,0.743,185.306,210053
13153,0.275,0.893,-5.415,0,0.387,0.000288,0.236,0.236,176.109,217947
13154,0.539,0.949,-4.23,0,0.0711,0.000181,0.746,0.747,206.896,180554
13155,0.45,0.799,-5.063,1,0.0475,0.0252,0.211,0.536,155.876,157093
13156,0.393,0.934,-6.318,0,0.0918,0.013,0.337,0.341,194.932,171733
13157,0.192,0.757,-5.252999999999999,1,0.0844,4.68e-05,0.123,0.294,166.21,243467
13158,0.28,0.98,-2.164,1,0.121,3.3100000000000005e-05,0.503,0.217,159.811,204213
13159,0.26,0.974,-4.5,1,0.14400000000000002,2.95e-05,0.331,0.4270000000000001,190.246,204720
13160,0.472,0.88,-5.354,1,0.0495,0.0207,0.354,0.805,162.171,169498
13161,0.28800000000000003,0.991,-3.976,1,0.312,0.000126,0.0902,0.353,169.607,200036
